text,label
"reaching for the bottom row is uncomfortable, and the send and end keys are not where i expect them to be.3.",negative
i got food poisoning here at the buffet.,negative
i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,positive
buyer--be very careful!!!!!.,negative
one thing i hate is the mode set button at the side.,negative
we've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,negative
"if you like a loud buzzing to override all your conversations, then this phone is for you!",negative
the atmosphere was great with a lovely duo of violinists playing songs we requested.,positive
"i use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",positive
it's very attractive and appears to be of good quality.,positive
phone is sturdy as all nokia bar phones are.,positive
"again, no plot at all.",negative
"the best place in vegas for breakfast (just check out a sat, or sun.",positive
never heard of any of them except cole who was totally unbelievable in the part.,negative
dont go here.,negative
"it works fine on my motorola 325 cellphone, and a lot better than the worn-out battery did.",positive
worst martini ever!,negative
the first thing that happened was that the tracking was off.,negative
i've owned this phone for 7 months now and can say that it's the best mobile phone i've had.,positive
"an italian reviewer called this ""a small, great film,"" and that's right.",positive
you can't beat that.,positive
i love this thing!,positive
i will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,positive
"i had always known that errol flynn was a brilliant actor as he was my dads favourite actor, and i grew up watching his films as a child.",positive
"the fries were not hot, and neither was my burger.",negative
the steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,positive
"very good product, well made.",positive
1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,negative
it's worth driving up from tucson!,positive
i will come back here every time i'm in vegas.,positive
customer service was terrible.,negative
this place is amazing!,positive
very disappointed and wondered how it could be in the oscar shortlist.,negative
"this is one i did not have, but i watched it recently on fox movie channel, and was very disappointed.",negative
so flavorful and has just the perfect amount of heat.,positive
it feels more comfortable than most headsets because i wear glasses and that gets in the way sometimes.,positive
it's aggravating!,negative
the keyboard is really worthwhile in usefulness and is sturdy enough i don't expect any problems.,positive
the cocktails are all handmade and delicious.,positive
"if you are looking for a good quality motorola headset keep looking, this isn't it.",negative
the problem was the script.,negative
lucy bell is so much higher than this crap and for her to sink this low is quite depressing.,negative
spend your money elsewhere.,negative
its reception is very very poor.,negative
if you haven't gone here go now!,positive
i had a seriously solid breakfast here.,positive
it was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,negative
"this item is great, installed it, let it charged up overnite and it has been working good every since with no problems",positive
i've tried several different earpieces for my cell phone and this jabra one is the first one i've found that fits my ear comfortably.,positive
"needless to say, i wasted my money.",negative
"all the actors give a wonderful performance, especially jennifer rubin as jamie harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.",positive
overall i was not impressed and would not go back.,negative
i would avoid this place if you are staying in the mirage.,negative
horrible phone.,negative
!....the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,negative
i give wirefly 1 star.i will contact cingular/at&t; and inform them of this practice.,negative
doesn't do the job.,negative
great food and great service in a clean and friendly setting.,positive
the phone was unusable and was not new.,negative
works well.,positive
"the cable looks so thin and flimsy, it is scary.",negative
they were golden-crispy and delicious.,positive
we ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,positive
this blueant supertooth hands-free phone speaker is awesome.,positive
"insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",negative
i *heart* this place.,positive
there was hardly any meat.,negative
do not make the same mistake as me.,negative
would not recommend to others.,negative
kris kristoffersen is good in this movie and really makes a difference.,positive
"speaking of the music, it is unbearably predictably and kitchy.",negative
"this is a simple little phone to use, but the breakage is unacceptible.",negative
the battery is unreliable as well as the service use antena.,negative
;) recommend with confidence!,positive
"every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.",negative
"not to mention the combination of pears, almonds and bacon is a big winner!",positive
so far it has worked like a charm.,positive
"it's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",negative
"very clear, quality sound and you don't have to mess with the sound on your ipod since you have the sound buttons on the headset.",positive
it is a very well acted and done tv movie.,positive
service is friendly and inviting.,positive
damn good steak.,positive
i bought these hoping i could make my bluetooth headset fit better but these things made it impossible to wear.,negative
a great way to finish a great.,positive
battery life is also great!,positive
it's a great place and i highly recommend it.,positive
"but it is great, i would really recommend it",positive
"to be honest with you, this is unbelievable nonsense and very foolish.",negative
"i loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.",positive
lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.,negative
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,negative
"i love lane, but i've never seen her in a movie this lousy.",negative
"muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",negative
"though the wind and the lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be sean connery's noble brigand, candace bergen's feisty heroine, john huston's wily john hay or steve kanaly's spiffy, radiant, ruthless can-do lieutenant, roosevelt's ""big stick"".",positive
i only hear garbage for audio.,negative
this pair of headphones is the worst that i have ever had sound-wise.,negative
i guess maybe we went on an off night but it was disgraceful.,negative
service was very prompt.,positive
"i personally love the hummus, pita, baklava, falafels and baba ganoush (it's amazing what they do with eggplant!).",positive
best tacos in town by far!!,positive
integrated seamlessly with the motorola razr phone.,positive
the reception has been generally good.,positive
"i get absolutely horrible reception in my apartment, where with other phones i have not had this problem.",negative
why are these sad little vegetables so overcooked?,negative
"food was good, service was good, prices were good.",positive
"light weight, i hardly notice it is there.",positive
"my phone sounded ok ( not great - ok), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",negative
manna from heaven is a terrific film that is both predictable and unpredictable at the same time.,positive
"you can even take self portraits with the outside (exterior) display, very cool.",positive
"overall, a delight!",positive
great choice!,positive
i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,negative
we will not be coming back.,negative
all in all i think it was a good investment.,positive
works good.,positive
worst ever.,negative
we sat another ten minutes and finally gave up and left.,negative
they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,positive
i got it because it was so small and adorable.,positive
they were excellent.,positive
the restaurant is very clean and has a family restaurant feel to it.,positive
"i am so pleased to know such a modern day genius is out there , letting is passion for art drive him and taking us as an audience with him.",positive
i was looking for this headset for a long time and now that i've got it i couldn't be happier.,positive
so there is no way for me to plug it in here in the us unless i go by a converter.,negative
"there are many continuity errors: one other user commented on different cars in the garage, joe's glasses...the one that got to me the most was the fact joe's facial hair configuration seemed to change from scene to scene.",negative
"the biggest complaint i have is, the battery drains superfast.",negative
"the food was very good and i enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",positive
the chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,positive
this movie is possibly one of the most creative works of horror ever.,positive
"what should have been a hilarious, yummy christmas eve dinner to remember was the biggest fail of the entire trip for us.",negative
i usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,positive
"this is a very ""right on case"" movie that delivers everything almost right in your face.",positive
this is definitely one of the better documentaries i have seen looking at family relationships and marriage.,positive
"about 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-satanic gibberish corny enough to make a teen goth blush, almost always in olde english, and sometimes in latin that may or may not be made up words.",negative
"the service was not up to par, either.",negative
improper description.... i had to return it.,negative
the nachos are a must have!,positive
"saggy, floppy piece of junk.",negative
hands down my favorite italian restaurant!,positive
as always the evening was wonderful and the food delicious!,positive
"you learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.",positive
"i have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",negative
no complaints!,positive
worst software ever used.... if i could give this zero stars i would.,negative
plug was the wrong size.,negative
pretty piece of junk.,negative
"took an hour to get our food only 4 tables in restaurant my food was luke warm, our sever was running around like he was totally overwhelmed.",negative
it is worth the drive.,positive
"the range is very decent, i've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",positive
that was done in the second movie.,negative
the ambiance isn't much better.,negative
there are so many problems i dont know where to start.,negative
"overall, i don't think that i would take my parents to this place again because they made most of the similar complaints that i silently felt too.",negative
this is infuriating.,negative
the characters are interesting and you really care for them.,positive
"i don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!",negative
"the service was terrible, food was mediocre.",negative
"furthermore, you can't even find hours of operation on the website!",negative
today is the second time i've been to their lunch buffet and it was pretty good.,positive
"i saw ""mirrormask"" last night and it was an unsatisfactory experience.",negative
don't waste your $$$ on this one.,negative
great food and awesome service!,positive
all this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.,negative
"one of the most boring,pointless movies i have ever seen.",negative
"nice, spicy and tender.",positive
"unfortunately, we must have hit the bakery on leftover day because everything we ordered was stale.",negative
after the first charge kept going dead after 12 minutes.,negative
this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa.,positive
talk about useless customer service.,negative
"because both ears are occupied, background is not distracting at all.",positive
also notable is john bailey's fine crisp beautifully colored cinematography and the great production design & costumes by eiko ishioka who went on to do the memorable costumes for coppola's dracula for which she received a well deserved oscar.,positive
"they have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",negative
it was absolutely amazing.,positive
"after 20 minutes wait, i got a table.",negative
a world better than 95% of the garbage in the theatres today.,positive
but this movie really got to me.,positive
"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.",negative
it failed to convey the broad sweep of landscapes that were a great part of the original.,negative
pricing is a bit of a concern at mellow mushroom.,negative
it really created a unique feeling though.,positive
works for me.,positive
"jimmy stewart is as ever a great hero for hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of hitchcock's black and white, low-budget original.",positive
"im big fan of rpg games too, but this movie, its a disgrace to any self-respecting rpger there is.",negative
the menu had so much good stuff on it i could not decide!,positive
"this film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.",positive
does not charge the cingular (att) 8525 phone.,negative
i enjoyed it.,positive
bad choice.,negative
"i don't each much pasta, but i love the homemade /hand made pastas and thin pizzas here.",positive
my only problem is i thought the actor playing the villain was a low rent michael ironside.,negative
"i won't say any more - i don't like spoilers, so i don't want to be one, but i believe this film is worth your time.",positive
this early film from future goremeister lucio fulci is a very good addition to the giallo sub-genre.,positive
the interplay between martin and emilio contains the same wonderful chemistry we saw in wall street with martin and charlie.,positive
it was a great phone.,positive
"buyer beware, you could flush money right down the toilet.",negative
i want to first say our server was great and we had perfect service.,positive
but then they came back cold.,negative
battery life still not long enough in motorola razor v3i.,negative
it's really easy.,positive
the presentation of the food was awful.,negative
waitress was sweet and funny.,positive
i love the ringtones because they are so upbeat!,positive
"all in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive
it is so small and you don't even realize that it is there after a while of getting used to it.,positive
"total letdown, i would much rather just go to the camelback flower shop and cartel coffee.",negative
i have been very satisfied with this cell phone from day one.,positive
terrible.. my car will not accept this cassette.,negative
rating: 0/10 (grade: z) note: the show is so bad that even mother of the cast pull her daughter out of the show.,negative
the jabra eargels fit my ears very well.,positive
will definitely be back!,positive
i was particularly pleased with the acting ability of dwight schultz.,positive
"i left the theater with a lilt in my step, joy in my heart and hope for the human race.",positive
"i love my 350 headset.. my jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.",positive
it didn't charge for me.,negative
the budget was evidently very limited.,negative
owner's are really great people.!,positive
great software for motorolas.,positive
unfortunately it did not work.,negative
we had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,positive
don't waste your time watching this rubbish non-researched film.,negative
the voice recognition thru the handset is excellent.,positive
i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself.,negative
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",positive
the incredible soundtrack truly captures the essence of the film.,positive
the awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.,negative
doesn't hold charge.,negative
everything was perfect the night we were in.,positive
this one just fails to create any real suspense.,negative
not a good bargain.,negative
i had about two bites and refused to eat anymore.,negative
she ordered a toasted english muffin that came out untoasted.,negative
i have tried these cables with my computer and my ipod and it works just fine.,positive
this film (and i use that word loosely) is an insult to the movie-going public.,negative
i'm using it with an iriver spinn (with case) and it fits fine.,positive
"the chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",negative
disapointing results.,negative
the kids are annoying.,negative
"and the drinks are weak, people!",negative
"being a 90's child, i truly enjoyed this show and i can proudly say that i enjoyed it big time and even more than the classical wb cartoons.",positive
at no point in the proceedings does it look remotely like america.,negative
the movie seemed a little slow at first.,negative
it was delicious!!!,positive
very disappointing!!!,negative
"as for the ""mains,"" also uninspired.",negative
they have a really nice atmosphere.,positive
sprint charges for this service.,negative
can't upload ringtones from a third party.,negative
works great!.,positive
not enough volume.,negative
i wasted my little money with this earpiece.,negative
"sorry, i will not be getting food from here anytime soon :(",negative
we started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,negative
for readers who have already seen one of miyazaki's films: he is still in top form and made another worthwhile experience.,positive
the classic maine lobster roll was fantastic.,positive
the rest of the cast also play well.,positive
the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative
definitely not worth the $3 i paid.,negative
i love this phone!.,positive
"also there are combos like a burger, fries, and beer for 23 which is a decent deal.",positive
"unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.",negative
it actually turned out to be pretty decent as far as b-list horror/suspense films go.,positive
magical help.,positive
my fiancã© and i came in the middle of the day and we were greeted and seated right away.,positive
the instruction manual is lacking.,negative
walked in and the place smelled like an old grease trap and only 2 others there eating.,negative
this place is hands-down one of the best places to eat in the phoenix metro area.,positive
& that movie was bad.,negative
loved the casting of jimmy buffet as the science teacher.,positive
"personally, i think it shows that people should learn to find a compromise them self without involving other people into issue.",positive
i mean this in a terrible way.,negative
"the acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.",negative
"for 40 bucks a head, i really expect better food.",negative
"as for the service, i thought it was good.",positive
the pizza selections are good.,positive
battery has no life.,negative
the food was terrible.,negative
"despite the pans of reviewers, i liked this movie.",positive
total brunch fail.,negative
the only place good for this film is in the garbage.,negative
it's been my choice headset for years.great sound; good volume; good noise cancellation.,positive
last time buying from you.,negative
item does not match picture.,negative
the cast is good.,positive
my wife had the lobster bisque soup which was lukewarm.,negative
"my experience was terrible..... this was my fourth bluetooth headset, and while it was much more comfortable than my last jabra (which i hated!!!",negative
which is precisely why i am giving it such a bad review!,negative
now this dish was quite flavourful.,positive
"back to good bbq, lighter fare, reasonable pricing and tell the public they are back to the old ways.",positive
"the screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",positive
ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,negative
"shot in the southern california desert using his patent faux documentary style, watkins creates a film like no other.",positive
i wish i could return the unit and get back my money.,negative
"still, it was the sets that got a big ""10"" on my ""oy-vey"" scale.",positive
") a happy, wonderful, feel good ending!",positive
"he also came back to check on us regularly, excellent service.",positive
i've had better bagels from the grocery store.,negative
"omg, the food was delicioso!",positive
"it's a great tool for entertainment, communication, and data management.oh, be sure to use activesync 4.2 for optimal data synchronization results!",positive
poor voice clarity.,negative
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.",positive
wow... loved this place.,positive
waitress was good though!,positive
"to my disbelief, each dish qualified as the worst version of these foods i have ever tasted.",negative
hated it.,negative
we won't be going back.,negative
just reading on the specs alone makes you say wow.,positive
"the loudspeaker option is great, the bumpers with the lights is very ... appealing.",negative
blue ant is easy to use.,positive
"as for the killer, don't expect anything original or even remotely frightening.",negative
"the results, well, are a shame.",negative
i'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,negative
a good time!,positive
have been going since 2007 and every meal has been awesome!!,positive
bacon is hella salty.,positive
o my gosh the best phone i have ever had.,positive
"but she is still a bad actress, repeating her robotic face moves in each of her pictures.",negative
excellent starter wireless headset.,negative
internet is excrutiatingly slow.,negative
this is a stunning movie.,positive
piece of trash.,negative
service was exceptional and food was a good as all the reviews.,positive
"the acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. a must rent, view, or see.",positive
you will leave the theater wanting to go out and dance under the stars.,positive
"just whatever you do, avoid ""groove"" as its the antithesis of all that is good about human traffic.",negative
"they have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",positive
"i am so tired of clichã©s that is just lazy writing, and here they come in thick and fast.",negative
it is the best charger i have seen on the market yet.,positive
awful service.,negative
"good service, very clean, and inexpensive, to boot!",positive
so i basically threw my money out the window for nothing.,negative
"i loved their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",positive
this product is very high quality chinese crap!!!!!!,negative
the battery runs down quickly.,negative
the sound is clear and the people i talk to on it are amazed at the quality too.,positive
"i love this phone , it is very handy and has a lot of features .",positive
the buttons for on and off are bad.,negative
" in fact, it's hard to remember that the part of ray charles is being acted, and not played by the man himself.
positive	ray charles is legendary.
positive	ray charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.
positive	hitchcock is a great director.
negative	ironically i mostly find his films a total waste of time to watch.
positive	secondly, hitchcock pretty much perfected the thriller and chase movie.
negative	it's this pandering to the audience that sabotages most of his films.
negative	hence the whole story lacks a certain energy.
negative	the plot simply rumbles on like a machine, desperately depending on the addition of new scenes.
negative	there are the usual hitchcock logic flaws.
negative	mishima is extremely uninteresting.
negative	this is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.
negative	the flat reenactments don't hold your attention because they are emotionally adrift and stagy.
negative	and the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.
negative	he can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.
negative	schrader has made a resume full of lousy, amateurish films.
positive	when i first watched this movie, in the 80s, i loved it.
positive	i was totally fascinated by the music, the dancing... everything.
negative	however, i recently watched the whole thing again on dvd, and i was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.
negative	i mean, in a realistic world, she would never have gotten into that ballet repertory... the whole thing was quite pathetic.
negative	the character developments also lacked in depth.
negative	woa, talk about awful.
negative	do not waste your time.
negative	it was just too horrible.
negative	the worst, sappiest dialogue... i could go on and on.
negative	but what really made it unwatchable was the direction.
negative	the poor actors.
negative	you can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.
negative	if you check the director's filmography on this site you will see why this film didn't have a chance.
negative	this would not even be good as a made for tv flick.
positive	if good intentions made a film great, then this film might be one of the greatest films ever made.
positive	the film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.
negative	regrettably, the film fails.
negative	the movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.
negative	no actress has been worse used that june allison in this movie.
positive	yet, i enjoy watching it.
negative	unfortunately, this is a bad movie that is just plain bad.
negative	bad script, bad direction and horrible acting make this one plain bad!
negative	the dialogue sucked.
negative	the cinematography-if it can be called that-sucked.
negative	the soundtrack sucked.
negative	the acting sucked.
negative	the concert sequences just sucked.
positive	that was nice.
positive	that was funny.
positive	it was so funny.
negative	overall, this movie was cheap trash.
negative	but this movie is not funny, considering the ridiculousness of it.
negative	i came out of it feeling angry.
positive	***spoilers*** whatever else can (or can't) be said about it, surface is superbly crafted.
positive	the cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.
positive	conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).
positive	and there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.
positive	all things considered, a job very well done.
positive	thanks good a movie like this was done and released.
positive	one of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.
positive	it ranks highly as a great noir-crime-drama, incredible performances by belmondo and lino ventura.
positive	the attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.
positive	it is an excellent drama, an excellent thriller, and an excellent film.
positive	up there with the best of melville.
positive	everything about this film is simply incredible.
positive	you truly take this journey through the eyes and soul of a child.
positive	black water is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.
positive	the performances are real and gripping, the crocdodile is extremely well done, indeed if the black water website is to be believed that's because they used real crocs and the swamp location is fabulous.
positive	i thoroughly enjoyed it when christopher eccleston took control of the tardis and the continuation of the series.
negative	i'm not sure what he was trying to do with this film.
negative	if it was to turn my good day feeling into a night of disturbing memories than i guess he succeeded.
positive	there is a lot of beautiful places.
negative	it was forced, like everything in this movie.
negative	again, lame.
negative	here's where the movie really pi**ed me off.
negative	and don't even get me started on the jerky camerawork.
negative	when i saw it in the theater i thought i was going to be sick.
negative	summary: the witticisms weren't witty.
negative	the plot - well, i said i'd let that one go.
negative	the acting was bad.
negative	really bad.
negative	even billy bob couldn't rise above the script, which was worse.
negative	camerawork - again, bad.
negative	rating: 1 out of 10.
positive	an amazing finale to possibly the best trilogy of all time!
positive	kieslowski never ceases to amaze me.
positive	he is one of my favourite directors, and one of the most talented directors in the history of cinema.
positive	his use of the colours of the french flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.
positive	three of the most visually appealing movies i've ever seen.
positive	and his subtle connections between the three films are awesome.
positive	i have to mention this and it is a huge spoiler, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with valentine and the young judge together, and the old man watching it on her tv, solidifying his happiness over the suffering which he dealt with for those many years.
positive	i couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!
positive	i recommend this for everyone who loves film, movies, anything...a work of art!
positive	10 out of 10 for both the movie and trilogy.
negative	i literally vomited while watching this film.
positive	i think i was one of the people who found this another one of roth's pearls.
positive	his performance, as awarded, was stunning.
positive	the story which was told so eloquently by francis ford coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.
positive	in a most wonderful location lies a story of contrast.
positive	all in all a beautiful directed film from nicola's roeg wih a sublime cast.
negative	i'm translating movies for a living and this is the first movie in my 5-year working experience that i found offensive to my intelligence.
negative	but when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap"".",positive
their steaks are 100% recommended!,positive
does not fit.,negative
"overall, the film is interesting and thought-provoking.",positive
the plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.,negative
"he really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.",negative
"strike 2, who wants to be rushed.",negative
we made the drive all the way from north scottsdale... and i was not one bit disappointed!,positive
"my father has the v265, and the battery is dying.",negative
makes it easier to keep up with my bluetooth when i'm not wearing it.,negative
"and i forgot: the casting here i superb, with trond fausa aurvã¥g being perfect in the role as the bothersome man, who doesn't understand where he is, what he is doing and why.",positive
disappointed!.,negative
generally; it just lacked imagination.,negative
"this is a bad film, with bad writing, and good actors....an ugly cartoon crafted by paul haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.",negative
don't waste your money!.,negative
"i have had this phone for over a year now, and i will tell you, its not that great.",negative
not nearly as good looking as the amazon picture makes it look.,negative
i've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,negative
it presents a idyllic yet serious portrayal of the ups and downs of the characters lives.,positive
the price was very good and with the free shipping and all it was a good purchase.,positive
"but now that it is ""out of warranty"" the same problems reoccure.bottom line... put your money somewhere else... cingular will not support it.",negative
all the bread is made in-house!,positive
"small, sleek, impressive looking, practical setup with ample storage in place.",positive
the camera really likes her in this movie.,positive
clear crisp sound.,positive
"it seems completely secure, both holding on to my belt, and keeping the iphone inside.",positive
restored my phone to like new performance.,positive
"a very, very, very slow-moving, aimless movie about a distressed, drifting young man.",negative
works like a charm.. works as advertised.,positive
nice docking station for home or work.,positive
"clear skype calls, long battery life, long range.",positive
"i highly recommend this movie for anyone interested in art, poetry, theater, politics, or japanese history.",positive
i don't think i've ever gone to a movie and disliked it as much.,negative
the pleather case doesn't fit.,negative
"the food, amazing.",positive
"then i watched it again two sundays ago (march 20th, 2005) and i began to really enjoy it and this time i taped the entire thing.",positive
i've had this for nearly 2 years and it has worked great for me.,positive
chinese forgeries abound!.,negative
this is simply the best bluetooth headset for sound quality!,positive
my sanyo has survived dozens of drops on blacktop without ill effect.,positive
"it had some average acting from the main person, and it was a low budget as you clearly can see.",negative
do yourself a favor and stay away from this dish.,negative
"if you like a loud buzzing to override all your conversations, then this phone is for you!",negative
"if this premise sound stupid, that's because it is.",negative
i'm not really sure how joey's was voted best hot dog in the valley by readers of phoenix magazine.,negative
does everything it should and more.,positive
this place lacked style!!,negative
talk about great customer service of course we will be back.,positive
waste of 13 bucks.,negative
they have been around for years and carries the highest quality of anti-glare screen protector that i have found to date.,positive
better than you'd expect.,positive
"in an interesting part of town, this place is amazing.",positive
"the bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a luv's diaper commercial) is completely unconvincing.",negative
i would give this television series a 10 plus if i could.,positive
but the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the cold war and the astronaut's biggest fear is that he has crashed in the ussr.,positive
"they do not last forever, but is not overly expensive to replace.easy to operate and the sound is much better than others i have tried.",positive
awkward to use and unreliable.,negative
all the characters in this film are tremendously well played.,positive
great...no problems at all!.,positive
"my side greek salad with the greek dressing was so tasty, and the pita and hummus was very refreshing.",positive
i struggle to find anything bad to say about it.,positive
i don't think you will be disappointed.,positive
very disappointed.,negative
i am glad i purchased it.,positive
"it's as continuously beautiful to look at as a bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.",positive
bt50 battery junk!.,negative
"a greasy, unhealthy meal.",negative
the film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & i say that as an insulin dependant diabetic myself.,negative
a lady at the table next to us found a live green caterpillar in her salad.,negative
i've missed numerous calls because of this reason.,negative
i recently had problems where i could not stay connected for more than 10 minutes before being disconnected.,negative
i would have given no star if i was able.,negative
this one is simply a disappointment.,negative
the food is very good for your typical bar food.,positive
he came running after us when he realized my husband had left his sunglasses on the table.,positive
before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review.,negative
there were too many close ups.,negative
as i said above....pretty useless!,negative
"i don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.",positive
must have been an off night at this place.,negative
i thought it was bad.,negative
"i don't have very many words to say about this place, but it does everything pretty well.",positive
i even fully charged it before i went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,negative
iam very pleased with my purchase.,positive
"and, finally, after all that, we get to an ending that would've been great had it been handled by competent people and not jerry falwell.",negative
"love this place, hits the spot when i want something healthy but not lacking in quantity or flavor.",positive
"full of unconvincing cardboard characters it is blandly written by edward chodorov, who also produced, and is surprisingly directed by jean negulesco from whom one would expect a great deal more.",negative
"gotta love those close-ups of slimy, drooling teeth!",positive
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,positive
i'm a bit disappointed.,negative
the service was poor and thats being nice.,negative
the directing seems too pretentious.,negative
the least said about the acting the better.,negative
"the whole experience was underwhelming, and i think we'll just go to ninja sushi next time.",negative
the manager was the worst.,negative
the battery is completely useless to me.,negative
"they have a plethora of salads and sandwiches, and everything i've tried gets my seal of approval.",positive
too bad you have to pay up to $$$ a month for the service!,negative
"i could barely stomach the meal, but didn't complain because it was a business lunch.",negative
i liked the way dustin hoffman's character was ready to do just about everything to stay with his son.,positive
superb phone on a great network.,positive
an excellent new restaurant by an experienced frenchman.,positive
"it's too bad that everyone else involved didn't share crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.",negative
"the sets are so bad, they wouldn't look out of place on a thunderbirds episode.",negative
i guess that nobody at the network that aired this dribble watched it before putting it on.,negative
